line_item_id,transaction_id,transaction_date,customer_id,store_id,store_name,product_id,item_name,category,supplier_id,supplier_name,quantity,price,discount,total_price,payment_method_id,payment_method,cashier_id,promo_flag
LI0001029,T00183,2025-11-15,C17344,IM003,INDOMARET FRESH BOSTON SQUARE,P005,Aqua 600ml,Beverage,SUP002,Danone,3,3500,0,10500,PM05,GoPay,L007,0
LI0001030,T00183,2025-11-15,C17344,IM003,INDOMARET FRESH BOSTON SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,1,6000,0,6000,PM05,GoPay,L007,0
LI0001031,T00183,2025-11-15,C17344,IM003,INDOMARET FRESH BOSTON SQUARE,P002,Indomie Kari,Food,SUP001,Indofood,4,3500,0,14000,PM05,GoPay,L007,0
LI0001032,T00184,2025-11-15,C21670,IM001,INDOMARET LATIGO SQUARE,P015,Clear Shampoo 170ml,Personal Care,SUP006,Unilever,3,25000,0,75000,PM06,ShopeePay,L001,0
LI0001033,T00184,2025-11-15,C21670,IM001,INDOMARET LATIGO SQUARE,P009,S-Tee Lemon,Beverage,SUP004,Sosro,3,4500,0,13500,PM06,ShopeePay,L001,0
LI0001034,T00184,2025-11-15,C21670,IM001,INDOMARET LATIGO SQUARE,P015,Clear Shampoo 170ml,Personal Care,SUP006,Unilever,2,25000,0,50000,PM06,ShopeePay,L001,0
LI0001035,T00185,2025-11-15,C67559,IM001,INDOMARET LATIGO SQUARE,P003,Pop Mie Ayam,Food,SUP001,Indofood,5,5500,0,27500,PM01,Cash,L002,0
LI0001036,T00185,2025-11-15,C67559,IM001,INDOMARET LATIGO SQUARE,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,4,20000,0,80000,PM01,Cash,L002,0
LI0001037,T00185,2025-11-15,C67559,IM001,INDOMARET LATIGO SQUARE,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,3,3500,0,10500,PM01,Cash,L002,0
LI0001038,T00185,2025-11-15,C67559,IM001,INDOMARET LATIGO SQUARE,P003,Pop Mie Ayam,Food,SUP001,Indofood,3,5500,0,16500,PM01,Cash,L002,0
LI0001039,T00185,2025-11-15,C67559,IM001,INDOMARET LATIGO SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,1,6000,0,6000,PM01,Cash,L002,0
LI0001040,T00185,2025-11-15,C67559,IM001,INDOMARET LATIGO SQUARE,P002,Indomie Kari,Food,SUP001,Indofood,3,3500,0,10500,PM01,Cash,L002,0
LI0001041,T00185,2025-11-15,C67559,IM001,INDOMARET LATIGO SQUARE,P005,Aqua 600ml,Beverage,SUP002,Danone,3,3500,0,10500,PM01,Cash,L002,0
LI0001042,T00185,2025-11-15,C67559,IM001,INDOMARET LATIGO SQUARE,P011,Kopiko Coffee Candy,Candy/Snack,SUP005,Mayora,5,5000,0,25000,PM01,Cash,L002,0
LI0001043,T00186,2025-11-15,C73511,IM003,INDOMARET FRESH BOSTON SQUARE,P002,Indomie Kari,Food,SUP001,Indofood,3,3500,0,10500,PM02,Debit,L005,0
LI0001044,T00186,2025-11-15,C73511,IM003,INDOMARET FRESH BOSTON SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,2,6000,0,12000,PM02,Debit,L005,0
LI0001045,T00186,2025-11-15,C73511,IM003,INDOMARET FRESH BOSTON SQUARE,P010,SilverQueen Chocolate,Candy/Snack,SUP005,Mayora,3,12000,0,36000,PM02,Debit,L005,0
LI0001046,T00187,2025-11-15,C38826,IM001,INDOMARET LATIGO SQUARE,P001,Indomie Goreng,Food,SUP001,Indofood,3,3500,0,10500,PM05,GoPay,L001,0
LI0001047,T00187,2025-11-15,C38826,IM001,INDOMARET LATIGO SQUARE,P002,Indomie Kari,Food,SUP001,Indofood,2,3500,0,7000,PM05,GoPay,L001,0
LI0001048,T00187,2025-11-15,C38826,IM001,INDOMARET LATIGO SQUARE,P006,Aqua 1.5L,Beverage,SUP002,Danone,4,7000,0,28000,PM05,GoPay,L001,0
LI0001049,T00187,2025-11-15,C38826,IM001,INDOMARET LATIGO SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,1,6000,0,6000,PM05,GoPay,L001,0
LI0001050,T00188,2025-11-15,C59128,IM003,INDOMARET FRESH BOSTON SQUARE,P014,Lifebouy Sabun Mandi,Personal Care,SUP006,Unilever,4,8000,0,32000,PM04,OVO,L006,0
LI0001051,T00188,2025-11-15,C59128,IM003,INDOMARET FRESH BOSTON SQUARE,P004,Bimoli Minyak Goreng 1L,Food,SUP001,Indofood,3,25000,0,75000,PM04,OVO,L006,0
LI0001052,T00188,2025-11-15,C59128,IM003,INDOMARET FRESH BOSTON SQUARE,P010,SilverQueen Chocolate,Candy/Snack,SUP005,Mayora,5,12000,0,60000,PM04,OVO,L006,0
LI0001053,T00188,2025-11-15,C59128,IM003,INDOMARET FRESH BOSTON SQUARE,P009,S-Tee Lemon,Beverage,SUP004,Sosro,1,4500,0,4500,PM04,OVO,L006,0
LI0001054,T00188,2025-11-15,C59128,IM003,INDOMARET FRESH BOSTON SQUARE,P005,Aqua 600ml,Beverage,SUP002,Danone,1,3500,0,3500,PM04,OVO,L006,0
LI0001055,T00188,2025-11-15,C59128,IM003,INDOMARET FRESH BOSTON SQUARE,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,5,3500,0,17500,PM04,OVO,L006,0
LI0001056,T00188,2025-11-15,C59128,IM003,INDOMARET FRESH BOSTON SQUARE,P010,SilverQueen Chocolate,Candy/Snack,SUP005,Mayora,1,12000,0,12000,PM04,OVO,L006,0
LI0001057,T00188,2025-11-15,C59128,IM003,INDOMARET FRESH BOSTON SQUARE,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,1,3500,0,3500,PM04,OVO,L006,0
LI0001058,T00189,2025-11-15,C39582,IM001,INDOMARET LATIGO SQUARE,P015,Clear Shampoo 170ml,Personal Care,SUP006,Unilever,2,25000,0,50000,PM04,OVO,L002,0
LI0001059,T00189,2025-11-15,C39582,IM001,INDOMARET LATIGO SQUARE,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,4,20000,0,80000,PM04,OVO,L002,0
LI0001060,T00189,2025-11-15,C39582,IM001,INDOMARET LATIGO SQUARE,P006,Aqua 1.5L,Beverage,SUP002,Danone,1,7000,0,7000,PM04,OVO,L002,0
LI0001061,T00189,2025-11-15,C39582,IM001,INDOMARET LATIGO SQUARE,P008,Teh Botol Sosro,Beverage,SUP004,Sosro,1,5000,0,5000,PM04,OVO,L002,0
LI0001062,T00189,2025-11-15,C39582,IM001,INDOMARET LATIGO SQUARE,P009,S-Tee Lemon,Beverage,SUP004,Sosro,5,4500,0,22500,PM04,OVO,L002,0
LI0001063,T00189,2025-11-15,C39582,IM001,INDOMARET LATIGO SQUARE,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,2,3500,0,7000,PM04,OVO,L002,0
LI0001064,T00190,2025-11-15,C26765,IM002,INDOMARET ANIVA JUNCTION,P011,Kopiko Coffee Candy,Candy/Snack,SUP005,Mayora,2,5000,0,10000,PM06,ShopeePay,L003,0
LI0001065,T00190,2025-11-15,C26765,IM002,INDOMARET ANIVA JUNCTION,P004,Bimoli Minyak Goreng 1L,Food,SUP001,Indofood,2,25000,0,50000,PM06,ShopeePay,L003,0
LI0001066,T00190,2025-11-15,C26765,IM002,INDOMARET ANIVA JUNCTION,P011,Kopiko Coffee Candy,Candy/Snack,SUP005,Mayora,4,5000,0,20000,PM06,ShopeePay,L003,0
LI0001067,T00190,2025-11-15,C26765,IM002,INDOMARET ANIVA JUNCTION,P002,Indomie Kari,Food,SUP001,Indofood,5,3500,0,17500,PM06,ShopeePay,L003,0
LI0001068,T00191,2025-11-15,C24859,IM001,INDOMARET LATIGO SQUARE,P002,Indomie Kari,Food,SUP001,Indofood,3,3500,0,10500,PM01,Cash,L001,0
LI0001069,T00191,2025-11-15,C24859,IM001,INDOMARET LATIGO SQUARE,P001,Indomie Goreng,Food,SUP001,Indofood,5,3500,0,17500,PM01,Cash,L001,0
LI0001070,T00191,2025-11-15,C24859,IM001,INDOMARET LATIGO SQUARE,P010,SilverQueen Chocolate,Candy/Snack,SUP005,Mayora,4,12000,0,48000,PM01,Cash,L001,0
LI0001071,T00191,2025-11-15,C24859,IM001,INDOMARET LATIGO SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,4,6000,0,24000,PM01,Cash,L001,0
LI0001072,T00191,2025-11-15,C24859,IM001,INDOMARET LATIGO SQUARE,P002,Indomie Kari,Food,SUP001,Indofood,5,3500,0,17500,PM01,Cash,L001,0
LI0001073,T00192,2025-11-16,C07653,IM001,INDOMARET LATIGO SQUARE,P002,Indomie Kari,Food,SUP001,Indofood,5,3500,0,17500,PM04,OVO,L002,0
LI0001074,T00192,2025-11-16,C07653,IM001,INDOMARET LATIGO SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,4,6000,0,24000,PM04,OVO,L002,0
LI0001075,T00192,2025-11-16,C07653,IM001,INDOMARET LATIGO SQUARE,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,2,20000,0,40000,PM04,OVO,L002,0
LI0001076,T00192,2025-11-16,C07653,IM001,INDOMARET LATIGO SQUARE,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,2,3500,0,7000,PM04,OVO,L002,0
LI0001077,T00192,2025-11-16,C07653,IM001,INDOMARET LATIGO SQUARE,P004,Bimoli Minyak Goreng 1L,Food,SUP001,Indofood,3,25000,0,75000,PM04,OVO,L002,0
LI0001078,T00192,2025-11-16,C07653,IM001,INDOMARET LATIGO SQUARE,P002,Indomie Kari,Food,SUP001,Indofood,1,3500,0,3500,PM04,OVO,L002,0
LI0001079,T00192,2025-11-16,C07653,IM001,INDOMARET LATIGO SQUARE,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,3,20000,0,60000,PM04,OVO,L002,0
LI0001080,T00193,2025-11-16,C25789,IM003,INDOMARET FRESH BOSTON SQUARE,P003,Pop Mie Ayam,Food,SUP001,Indofood,1,5500,0,5500,PM02,Debit,L007,0
LI0001081,T00193,2025-11-16,C25789,IM003,INDOMARET FRESH BOSTON SQUARE,P011,Kopiko Coffee Candy,Candy/Snack,SUP005,Mayora,3,5000,0,15000,PM02,Debit,L007,0
LI0001082,T00193,2025-11-16,C25789,IM003,INDOMARET FRESH BOSTON SQUARE,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,4,20000,0,80000,PM02,Debit,L007,0
LI0001083,T00193,2025-11-16,C25789,IM003,INDOMARET FRESH BOSTON SQUARE,P003,Pop Mie Ayam,Food,SUP001,Indofood,5,5500,0,27500,PM02,Debit,L007,0
LI0001084,T00194,2025-11-16,C55273,IM003,INDOMARET FRESH BOSTON SQUARE,P015,Clear Shampoo 170ml,Personal Care,SUP006,Unilever,4,25000,0,100000,PM02,Debit,L005,0
LI0001085,T00194,2025-11-16,C55273,IM003,INDOMARET FRESH BOSTON SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,3,6000,0,18000,PM02,Debit,L005,0
LI0001086,T00194,2025-11-16,C55273,IM003,INDOMARET FRESH BOSTON SQUARE,P004,Bimoli Minyak Goreng 1L,Food,SUP001,Indofood,3,25000,0,75000,PM02,Debit,L005,0
LI0001087,T00194,2025-11-16,C55273,IM003,INDOMARET FRESH BOSTON SQUARE,P008,Teh Botol Sosro,Beverage,SUP004,Sosro,5,5000,0,25000,PM02,Debit,L005,0
LI0001088,T00194,2025-11-16,C55273,IM003,INDOMARET FRESH BOSTON SQUARE,P003,Pop Mie Ayam,Food,SUP001,Indofood,4,5500,0,22000,PM02,Debit,L005,0
LI0001089,T00194,2025-11-16,C55273,IM003,INDOMARET FRESH BOSTON SQUARE,P006,Aqua 1.5L,Beverage,SUP002,Danone,2,7000,0,14000,PM02,Debit,L005,0
LI0001090,T00194,2025-11-16,C55273,IM003,INDOMARET FRESH BOSTON SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,3,6000,0,18000,PM02,Debit,L005,0
LI0001091,T00194,2025-11-16,C55273,IM003,INDOMARET FRESH BOSTON SQUARE,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,1,3500,0,3500,PM02,Debit,L005,0
LI0001092,T00195,2025-11-16,C87530,IM003,INDOMARET FRESH BOSTON SQUARE,P005,Aqua 600ml,Beverage,SUP002,Danone,3,3500,0,10500,PM04,OVO,L006,0
LI0001093,T00195,2025-11-16,C87530,IM003,INDOMARET FRESH BOSTON SQUARE,P011,Kopiko Coffee Candy,Candy/Snack,SUP005,Mayora,1,5000,0,5000,PM04,OVO,L006,0
LI0001094,T00195,2025-11-16,C87530,IM003,INDOMARET FRESH BOSTON SQUARE,P003,Pop Mie Ayam,Food,SUP001,Indofood,5,5500,0,27500,PM04,OVO,L006,0
LI0001095,T00195,2025-11-16,C87530,IM003,INDOMARET FRESH BOSTON SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,1,6000,0,6000,PM04,OVO,L006,0
LI0001096,T00195,2025-11-16,C87530,IM003,INDOMARET FRESH BOSTON SQUARE,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,5,3500,0,17500,PM04,OVO,L006,0
LI0001097,T00196,2025-11-16,C80786,IM001,INDOMARET LATIGO SQUARE,P008,Teh Botol Sosro,Beverage,SUP004,Sosro,2,5000,0,10000,PM04,OVO,L001,0
LI0001098,T00196,2025-11-16,C80786,IM001,INDOMARET LATIGO SQUARE,P008,Teh Botol Sosro,Beverage,SUP004,Sosro,4,5000,0,20000,PM04,OVO,L001,0
LI0001099,T00196,2025-11-16,C80786,IM001,INDOMARET LATIGO SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,5,6000,0,30000,PM04,OVO,L001,0
LI0001100,T00196,2025-11-16,C80786,IM001,INDOMARET LATIGO SQUARE,P001,Indomie Goreng,Food,SUP001,Indofood,3,3500,0,10500,PM04,OVO,L001,0
LI0001101,T00196,2025-11-16,C80786,IM001,INDOMARET LATIGO SQUARE,P009,S-Tee Lemon,Beverage,SUP004,Sosro,4,4500,0,18000,PM04,OVO,L001,0
LI0001102,T00196,2025-11-16,C80786,IM001,INDOMARET LATIGO SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,1,6000,0,6000,PM04,OVO,L001,0
LI0001103,T00196,2025-11-16,C80786,IM001,INDOMARET LATIGO SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,1,6000,0,6000,PM04,OVO,L001,0
LI0001104,T00197,2025-11-16,C28333,IM002,INDOMARET ANIVA JUNCTION,P011,Kopiko Coffee Candy,Candy/Snack,SUP005,Mayora,3,5000,0,15000,PM02,Debit,L004,0
LI0001105,T00197,2025-11-16,C28333,IM002,INDOMARET ANIVA JUNCTION,P006,Aqua 1.5L,Beverage,SUP002,Danone,2,7000,0,14000,PM02,Debit,L004,0
LI0001106,T00197,2025-11-16,C28333,IM002,INDOMARET ANIVA JUNCTION,P014,Lifebouy Sabun Mandi,Personal Care,SUP006,Unilever,3,8000,0,24000,PM02,Debit,L004,0
LI0001107,T00197,2025-11-16,C28333,IM002,INDOMARET ANIVA JUNCTION,P006,Aqua 1.5L,Beverage,SUP002,Danone,3,7000,0,21000,PM02,Debit,L004,0
LI0001108,T00197,2025-11-16,C28333,IM002,INDOMARET ANIVA JUNCTION,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,4,20000,0,80000,PM02,Debit,L004,0
LI0001109,T00198,2025-11-16,C83525,IM002,INDOMARET ANIVA JUNCTION,P010,SilverQueen Chocolate,Candy/Snack,SUP005,Mayora,5,12000,0,60000,PM03,Credit,L003,0
LI0001110,T00198,2025-11-16,C83525,IM002,INDOMARET ANIVA JUNCTION,P008,Teh Botol Sosro,Beverage,SUP004,Sosro,1,5000,0,5000,PM03,Credit,L003,0
LI0001111,T00198,2025-11-16,C83525,IM002,INDOMARET ANIVA JUNCTION,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,1,20000,0,20000,PM03,Credit,L003,0
LI0001112,T00198,2025-11-16,C83525,IM002,INDOMARET ANIVA JUNCTION,P014,Lifebouy Sabun Mandi,Personal Care,SUP006,Unilever,4,8000,0,32000,PM03,Credit,L003,0
LI0001113,T00198,2025-11-16,C83525,IM002,INDOMARET ANIVA JUNCTION,P014,Lifebouy Sabun Mandi,Personal Care,SUP006,Unilever,4,8000,0,32000,PM03,Credit,L003,0
LI0001114,T00198,2025-11-16,C83525,IM002,INDOMARET ANIVA JUNCTION,P004,Bimoli Minyak Goreng 1L,Food,SUP001,Indofood,5,25000,0,125000,PM03,Credit,L003,0
LI0001115,T00199,2025-11-16,C18109,IM001,INDOMARET LATIGO SQUARE,P009,S-Tee Lemon,Beverage,SUP004,Sosro,5,4500,0,22500,PM02,Debit,L002,0
LI0001116,T00199,2025-11-16,C18109,IM001,INDOMARET LATIGO SQUARE,P015,Clear Shampoo 170ml,Personal Care,SUP006,Unilever,3,25000,0,75000,PM02,Debit,L002,0
LI0001117,T00199,2025-11-16,C18109,IM001,INDOMARET LATIGO SQUARE,P005,Aqua 600ml,Beverage,SUP002,Danone,2,3500,0,7000,PM02,Debit,L002,0
LI0001118,T00199,2025-11-16,C18109,IM001,INDOMARET LATIGO SQUARE,P002,Indomie Kari,Food,SUP001,Indofood,5,3500,0,17500,PM02,Debit,L002,0
LI0001119,T00199,2025-11-16,C18109,IM001,INDOMARET LATIGO SQUARE,P011,Kopiko Coffee Candy,Candy/Snack,SUP005,Mayora,4,5000,0,20000,PM02,Debit,L002,0
LI0001120,T00199,2025-11-16,C18109,IM001,INDOMARET LATIGO SQUARE,P008,Teh Botol Sosro,Beverage,SUP004,Sosro,3,5000,0,15000,PM02,Debit,L002,0
LI0001121,T00199,2025-11-16,C18109,IM001,INDOMARET LATIGO SQUARE,P001,Indomie Goreng,Food,SUP001,Indofood,2,3500,0,7000,PM02,Debit,L002,0
LI0001122,T00200,2025-11-16,C31489,IM003,INDOMARET FRESH BOSTON SQUARE,P008,Teh Botol Sosro,Beverage,SUP004,Sosro,1,5000,0,5000,PM05,GoPay,L007,0
LI0001123,T00200,2025-11-16,C31489,IM003,INDOMARET FRESH BOSTON SQUARE,P014,Lifebouy Sabun Mandi,Personal Care,SUP006,Unilever,4,8000,0,32000,PM05,GoPay,L007,0
LI0001124,T00200,2025-11-16,C31489,IM003,INDOMARET FRESH BOSTON SQUARE,P009,S-Tee Lemon,Beverage,SUP004,Sosro,3,4500,0,13500,PM05,GoPay,L007,0
LI0001125,T00200,2025-11-16,C31489,IM003,INDOMARET FRESH BOSTON SQUARE,P002,Indomie Kari,Food,SUP001,Indofood,2,3500,0,7000,PM05,GoPay,L007,0
LI0001126,T00200,2025-11-16,C31489,IM003,INDOMARET FRESH BOSTON SQUARE,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,3,20000,0,60000,PM05,GoPay,L007,0
LI0001127,T00200,2025-11-16,C31489,IM003,INDOMARET FRESH BOSTON SQUARE,P015,Clear Shampoo 170ml,Personal Care,SUP006,Unilever,4,25000,0,100000,PM05,GoPay,L007,0
LI0001128,T00201,2025-11-16,C47165,IM001,INDOMARET LATIGO SQUARE,P002,Indomie Kari,Food,SUP001,Indofood,5,3500,0,17500,PM01,Cash,L001,0
LI0001129,T00201,2025-11-16,C47165,IM001,INDOMARET LATIGO SQUARE,P002,Indomie Kari,Food,SUP001,Indofood,3,3500,0,10500,PM01,Cash,L001,0
LI0001130,T00201,2025-11-16,C47165,IM001,INDOMARET LATIGO SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,1,6000,0,6000,PM01,Cash,L001,0
LI0001131,T00201,2025-11-16,C47165,IM001,INDOMARET LATIGO SQUARE,P009,S-Tee Lemon,Beverage,SUP004,Sosro,2,4500,0,9000,PM01,Cash,L001,0
LI0001132,T00201,2025-11-16,C47165,IM001,INDOMARET LATIGO SQUARE,P010,SilverQueen Chocolate,Candy/Snack,SUP005,Mayora,4,12000,0,48000,PM01,Cash,L001,0
LI0001133,T00201,2025-11-16,C47165,IM001,INDOMARET LATIGO SQUARE,P006,Aqua 1.5L,Beverage,SUP002,Danone,2,7000,0,14000,PM01,Cash,L001,0
LI0001134,T00202,2025-11-16,C87815,IM002,INDOMARET ANIVA JUNCTION,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,4,3500,0,14000,PM01,Cash,L004,0
LI0001135,T00202,2025-11-16,C87815,IM002,INDOMARET ANIVA JUNCTION,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,3,20000,0,60000,PM01,Cash,L004,0
LI0001136,T00202,2025-11-16,C87815,IM002,INDOMARET ANIVA JUNCTION,P015,Clear Shampoo 170ml,Personal Care,SUP006,Unilever,2,25000,0,50000,PM01,Cash,L004,0
LI0001137,T00203,2025-11-16,C31239,IM002,INDOMARET ANIVA JUNCTION,P003,Pop Mie Ayam,Food,SUP001,Indofood,1,5500,0,5500,PM04,OVO,L003,0
LI0001138,T00203,2025-11-16,C31239,IM002,INDOMARET ANIVA JUNCTION,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,1,20000,0,20000,PM04,OVO,L003,0
LI0001139,T00203,2025-11-16,C31239,IM002,INDOMARET ANIVA JUNCTION,P008,Teh Botol Sosro,Beverage,SUP004,Sosro,5,5000,0,25000,PM04,OVO,L003,0
LI0001140,T00203,2025-11-16,C31239,IM002,INDOMARET ANIVA JUNCTION,P009,S-Tee Lemon,Beverage,SUP004,Sosro,5,4500,0,22500,PM04,OVO,L003,0
LI0001141,T00203,2025-11-16,C31239,IM002,INDOMARET ANIVA JUNCTION,P003,Pop Mie Ayam,Food,SUP001,Indofood,5,5500,0,27500,PM04,OVO,L003,0
LI0001142,T00204,2025-11-16,C83472,IM001,INDOMARET LATIGO SQUARE,P008,Teh Botol Sosro,Beverage,SUP004,Sosro,3,5000,0,15000,PM02,Debit,L002,0
LI0001143,T00204,2025-11-16,C83472,IM001,INDOMARET LATIGO SQUARE,P004,Bimoli Minyak Goreng 1L,Food,SUP001,Indofood,4,25000,0,100000,PM02,Debit,L002,0
LI0001144,T00204,2025-11-16,C83472,IM001,INDOMARET LATIGO SQUARE,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,1,3500,0,3500,PM02,Debit,L002,0
LI0001145,T00204,2025-11-16,C83472,IM001,INDOMARET LATIGO SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,4,6000,0,24000,PM02,Debit,L002,0
LI0001146,T00204,2025-11-16,C83472,IM001,INDOMARET LATIGO SQUARE,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,5,3500,0,17500,PM02,Debit,L002,0
LI0001147,T00204,2025-11-16,C83472,IM001,INDOMARET LATIGO SQUARE,P001,Indomie Goreng,Food,SUP001,Indofood,5,3500,0,17500,PM02,Debit,L002,0
LI0001148,T00204,2025-11-16,C83472,IM001,INDOMARET LATIGO SQUARE,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,1,3500,0,3500,PM02,Debit,L002,0
LI0001149,T00205,2025-11-17,C54869,IM002,INDOMARET ANIVA JUNCTION,P006,Aqua 1.5L,Beverage,SUP002,Danone,1,7000,0,7000,PM01,Cash,L004,0
LI0001150,T00205,2025-11-17,C54869,IM002,INDOMARET ANIVA JUNCTION,P010,SilverQueen Chocolate,Candy/Snack,SUP005,Mayora,1,12000,0,12000,PM01,Cash,L004,0
LI0001151,T00205,2025-11-17,C54869,IM002,INDOMARET ANIVA JUNCTION,P006,Aqua 1.5L,Beverage,SUP002,Danone,2,7000,0,14000,PM01,Cash,L004,0
LI0001152,T00205,2025-11-17,C54869,IM002,INDOMARET ANIVA JUNCTION,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,3,3500,0,10500,PM01,Cash,L004,0
LI0001153,T00205,2025-11-17,C54869,IM002,INDOMARET ANIVA JUNCTION,P012,Roma Marie,Candy/Snack,SUP005,Mayora,1,6000,0,6000,PM01,Cash,L004,0
LI0001154,T00205,2025-11-17,C54869,IM002,INDOMARET ANIVA JUNCTION,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,1,20000,0,20000,PM01,Cash,L004,0
LI0001155,T00205,2025-11-17,C54869,IM002,INDOMARET ANIVA JUNCTION,P006,Aqua 1.5L,Beverage,SUP002,Danone,5,7000,0,35000,PM01,Cash,L004,0
LI0001156,T00206,2025-11-17,C47118,IM001,INDOMARET LATIGO SQUARE,P005,Aqua 600ml,Beverage,SUP002,Danone,4,3500,0,14000,PM04,OVO,L001,0
LI0001157,T00206,2025-11-17,C47118,IM001,INDOMARET LATIGO SQUARE,P014,Lifebouy Sabun Mandi,Personal Care,SUP006,Unilever,5,8000,0,40000,PM04,OVO,L001,0
LI0001158,T00206,2025-11-17,C47118,IM001,INDOMARET LATIGO SQUARE,P015,Clear Shampoo 170ml,Personal Care,SUP006,Unilever,3,25000,0,75000,PM04,OVO,L001,0
LI0001159,T00206,2025-11-17,C47118,IM001,INDOMARET LATIGO SQUARE,P008,Teh Botol Sosro,Beverage,SUP004,Sosro,1,5000,0,5000,PM04,OVO,L001,0
LI0001160,T00206,2025-11-17,C47118,IM001,INDOMARET LATIGO SQUARE,P001,Indomie Goreng,Food,SUP001,Indofood,5,3500,0,17500,PM04,OVO,L001,0
LI0001161,T00207,2025-11-17,C90369,IM001,INDOMARET LATIGO SQUARE,P002,Indomie Kari,Food,SUP001,Indofood,5,3500,0,17500,PM05,GoPay,L002,0
LI0001162,T00207,2025-11-17,C90369,IM001,INDOMARET LATIGO SQUARE,P015,Clear Shampoo 170ml,Personal Care,SUP006,Unilever,3,25000,0,75000,PM05,GoPay,L002,0
LI0001163,T00207,2025-11-17,C90369,IM001,INDOMARET LATIGO SQUARE,P001,Indomie Goreng,Food,SUP001,Indofood,1,3500,0,3500,PM05,GoPay,L002,0
LI0001164,T00207,2025-11-17,C90369,IM001,INDOMARET LATIGO SQUARE,P006,Aqua 1.5L,Beverage,SUP002,Danone,4,7000,0,28000,PM05,GoPay,L002,0
LI0001165,T00207,2025-11-17,C90369,IM001,INDOMARET LATIGO SQUARE,P010,SilverQueen Chocolate,Candy/Snack,SUP005,Mayora,2,12000,0,24000,PM05,GoPay,L002,0
LI0001166,T00207,2025-11-17,C90369,IM001,INDOMARET LATIGO SQUARE,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,5,20000,0,100000,PM05,GoPay,L002,0
LI0001167,T00207,2025-11-17,C90369,IM001,INDOMARET LATIGO SQUARE,P001,Indomie Goreng,Food,SUP001,Indofood,3,3500,0,10500,PM05,GoPay,L002,0
LI0001168,T00208,2025-11-17,C05430,IM003,INDOMARET FRESH BOSTON SQUARE,P015,Clear Shampoo 170ml,Personal Care,SUP006,Unilever,3,25000,0,75000,PM03,Credit,L005,0
LI0001169,T00208,2025-11-17,C05430,IM003,INDOMARET FRESH BOSTON SQUARE,P006,Aqua 1.5L,Beverage,SUP002,Danone,4,7000,0,28000,PM03,Credit,L005,0
LI0001170,T00208,2025-11-17,C05430,IM003,INDOMARET FRESH BOSTON SQUARE,P002,Indomie Kari,Food,SUP001,Indofood,4,3500,0,14000,PM03,Credit,L005,0
LI0001171,T00208,2025-11-17,C05430,IM003,INDOMARET FRESH BOSTON SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,1,6000,0,6000,PM03,Credit,L005,0
LI0001172,T00208,2025-11-17,C05430,IM003,INDOMARET FRESH BOSTON SQUARE,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,3,3500,0,10500,PM03,Credit,L005,0
LI0001173,T00208,2025-11-17,C05430,IM003,INDOMARET FRESH BOSTON SQUARE,P011,Kopiko Coffee Candy,Candy/Snack,SUP005,Mayora,2,5000,0,10000,PM03,Credit,L005,0
